id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12851100,New studio apartment 4mins from subway in Astoria,3248699,Snezhana,Queens,Ditmars Steinway,40.77141,-73.91415,Entire home/apt,80,7,15,2019-05-20,0.41,1,0
12851607,Studio Apartment near Columbia U,68322243,Christopher,Manhattan,Upper West Side,40.80129,-73.96611,Entire home/apt,154,4,3,2016-08-26,0.08,1,0
12852935,Private room in the heart of NY,2344389,Yaniv,Manhattan,Hell's Kitchen,40.76205,-73.9888,Private room,150,5,0,2019-06-23,0.72,1,0
12853330,COZY HARLEM ROOM BY THE WATER - CREATIVE SPACE,31237380,Keith,Manhattan,Harlem,40.82183,-73.9378,Private room,60,2,1,2016-06-26,0.03,1,0
12854022,Cozy room in new duplex apartment!!,70235809,Sandra,Brooklyn,Bushwick,40.69301,-73.92683,Private room,95,1,0,2019-06-23,0.72,1,0
12856529,COZY APARTMENT NEXT TO CENTRAL PARK,1491770,Rene,Manhattan,Midtown,40.76386,-73.97702,Entire home/apt,180,3,1,2016-05-21,0.03,1,0
12862929,Bright and Airy Bedroom,1572315,Deanna,Manhattan,Murray Hill,40.74775,-73.97702,Private room,112,3,23,2019-07-04,0.61,1,18
12863815,"Amazing 1BR, heart of West Village",9679850,Mike,Manhattan,West Village,40.73361,-74.00218,Entire home/apt,230,2,39,2019-03-12,1.03,1,0
12864095,Cute Room in Downtown BK,7953376,Mary,Brooklyn,Boerum Hill,40.68558,-73.98065,Private room,65,1,0,2019-06-23,0.72,1,0
12867950,Beautiful summer sublet in Astoria,70358943,Jeff,Queens,Ditmars Steinway,40.78192,-73.91439,Private room,40,1,0,2019-06-23,0.72,1,0
12868264,Brownstone apartment in Bed Stuy,26295451,Jessica,Brooklyn,Bedford-Stuyvesant,40.68743,-73.93045,Private room,150,1,14,2017-05-21,0.4,1,0
12869174,Homey space in great neighborhood,817948,Ariela,Brooklyn,Flatbush,40.63874,-73.95645,Private room,30,1,1,2016-05-12,0.03,1,0
12869662,Bright Williamsburg Loft w Balcony,8636489,Evan,Brooklyn,Williamsburg,40.71701,-73.95685,Entire home/apt,250,5,14,2018-07-01,0.41,1,0
12869679,Loft Apartment in Williamsburg,1233402,Evan,Brooklyn,Williamsburg,40.7125,-73.9529,Entire home/apt,180,3,3,2016-06-06,0.08,1,0
12870344,MIDTOWN EAST PRIVATE ROOM,70382366,Alexandra,Manhattan,Midtown,40.75347,-73.97293,Private room,145,1,0,2019-06-23,0.72,1,0
12871310,Charming and spacious Brooklyn apt,29959914,Peter,Brooklyn,Bushwick,40.68616,-73.91543,Private room,52,1,3,2016-09-26,0.08,1,0
12873930,Upper West Side 1BR next to subway/Central Park,70419222,Doreen,Manhattan,Upper West Side,40.78458,-73.97836,Entire home/apt,180,3,2,2016-08-16,0.06,1,0
12874443,Modern and Bright Studio Apt in Williamsburg,8534626,Shannon,Brooklyn,Greenpoint,40.72083,-73.95401,Entire home/apt,150,2,3,2019-01-20,0.08,1,0
12876883,Comfortable bedroom in spacious apt,11452065,Arthur,Brooklyn,Borough Park,40.64052,-73.99668,Private room,70,2,1,2016-06-13,0.03,1,0
12881611,Large bedroom in spacious & sunny Greenpoint Apt!,17204066,Maham,Brooklyn,Greenpoint,40.72846,-73.95033,Private room,70,2,21,2019-03-10,0.54,1,4
12882914,Luxury Hi-Rise in the Gramercy,807404,Eddie,Manhattan,Gramercy,40.73831,-73.98319,Entire home/apt,310,4,0,2019-06-23,0.72,1,0
12884594,Amazing entire apt on tree-lined st,3948462,Elizabeth,Manhattan,Chelsea,40.73924,-73.99825,Entire home/apt,150,2,4,2017-01-02,0.11,1,0
12885472,Lovely large 2BR Apartment Close to Subway,2629017,Michelle,Queens,Ridgewood,40.70581,-73.90112,Entire home/apt,75,2,54,2019-07-05,1.99,1,64
12886345,Cozy West Village apartment,31757138,Chris,Manhattan,West Village,40.73009,-74.00222,Private room,93,1,0,2019-06-23,0.72,1,0
12891996,Giant Sun-filled Chelsea Studio,70583598,Michael And Fernanda,Manhattan,Chelsea,40.74303,-73.99797,Entire home/apt,200,2,1,2016-06-02,0.03,1,0
12892861,Great Apartment for 2~ right next to subway~!,70594777,Deqing,Brooklyn,Clinton Hill,40.68873,-73.96523,Entire home/apt,150,7,4,2016-07-31,0.11,1,0
12897133,Private Room in Hell's Kitchen,7560581,Vishnu,Manhattan,Hell's Kitchen,40.76274,-73.98733,Private room,100,4,0,2019-06-23,0.72,1,0
12897616,Upper West Side Room,70637655,Andrea,Manhattan,Upper West Side,40.80288,-73.96629,Private room,75,1,1,2016-06-13,0.03,1,0
12897713,Chelsea Flat steps from Herald Sq,70638431,Michael,Manhattan,Chelsea,40.75041,-73.99489,Entire home/apt,300,1,2,2016-05-26,0.05,1,0
12897946,Awesome 1 Bedroom for rent in BK,70640302,Querlim,Brooklyn,Flatbush,40.65468,-73.95703,Private room,50,3,3,2016-12-06,0.08,1,0
12898943,Beautiful Pre-War on Prospect Park,10259868,Meredith,Brooklyn,Crown Heights,40.66676,-73.95991,Private room,85,7,0,2019-06-23,0.72,1,0
12899112,BR in large 2BR.,70651602,Aj,Manhattan,East Harlem,40.78576,-73.94211,Private room,50,1,4,2016-05-16,0.1,1,0
12900284,Elmhurst单房短租5/23-8/10交通便利,27885164,Yiping,Queens,Elmhurst,40.74182,-73.88875,Private room,50,1,0,2019-06-23,0.72,1,0
12902256,Cozy private bedroom with window,37782666,Kevin,Manhattan,Lower East Side,40.71366,-73.98799,Private room,72,4,59,2019-06-09,1.56,1,83
12902467,Cozy and relaxing East Village home,1411232,Thomas,Manhattan,East Village,40.7266,-73.97872,Entire home/apt,150,1,3,2016-05-19,0.08,1,0
12902686,BayRidge Brooklyn Apartment,70686576,Fotini,Brooklyn,Fort Hamilton,40.61707,-74.03473,Entire home/apt,110,1,1,2016-06-23,0.03,1,0
12903772,"Luxury Studio + Gym, Rooftop, Elevator!",70646170,Andrew,Manhattan,Upper West Side,40.79167,-73.97273,Entire home/apt,200,2,6,2016-07-30,0.16,1,0
12905314,Medium sunny furnished room,16414492,Julia Marie,Manhattan,Washington Heights,40.83873,-73.94118,Private room,45,1,6,2017-07-18,0.16,1,0
12905446,Park Slope Townhouse,2286611,Maddy,Brooklyn,South Slope,40.66455,-73.98479,Entire home/apt,195,3,6,2018-08-21,0.16,1,0
12911110,"Sunny studio on UWS, steps to park",5317451,Kelly,Manhattan,Upper West Side,40.78397,-73.97063,Entire home/apt,90,8,1,2016-06-19,0.03,1,0
12912510,Stunning Brooklyn loft in a church!,37241656,Zack,Brooklyn,Williamsburg,40.71638,-73.95684,Entire home/apt,325,2,27,2017-10-22,0.72,1,0
12913007,Nice Large Well-Lit Studio in Clinton Hill,4090856,Brit,Brooklyn,Clinton Hill,40.68425,-73.96455,Entire home/apt,100,3,2,2018-05-28,0.09,1,8
12914669,Double bedroom in West Harlem,44665470,Quentin,Manhattan,Harlem,40.80794,-73.9415,Private room,80,1,3,2016-06-03,0.08,1,0
12914726,Charming West Village Apartment (Manhattan),21375734,Jay,Manhattan,West Village,40.73116,-74.00212,Private room,149,1,6,2018-07-15,0.18,1,0
12914749,"Bright, Clean & Family-friendly Apartment!",8635103,Charis,Manhattan,Harlem,40.82125,-73.95,Private room,67,4,1,2016-07-03,0.03,1,0
12915038,Renovated: 15min 4 Train ride to NYC-Crown Heights,25611454,Regina,Brooklyn,East Flatbush,40.65983,-73.93472,Private room,80,3,57,2019-07-03,1.58,1,14
12916073,10 min from JFK and 30min to NYC,70827984,Digna,Brooklyn,East New York,40.66921,-73.87797,Entire home/apt,123,4,63,2019-06-03,1.67,1,67
12916138,2 Bedrooms by Central Park & Trains,70828773,Nick,Manhattan,East Harlem,40.79617,-73.94735,Entire home/apt,179,1,1,2016-05-23,0.03,1,0
12916646,Nice Room in Hell's Kitchen 2 Blocks to Times Sq.,67359538,Vincent,Manhattan,Hell's Kitchen,40.75873,-73.99197,Private room,180,1,28,2018-05-22,0.73,1,0
12917057,Lower East Side Apartment,26476746,Zachary,Manhattan,Lower East Side,40.72118,-73.98697,Entire home/apt,140,4,6,2018-01-03,0.16,1,0
12917422,Cozy Room in West Harlem NYC,20220930,Oge,Manhattan,Harlem,40.82143,-73.95651,Private room,59,7,1,2016-08-14,0.03,1,0
12917834,1BR Hell's Kitchen w balcony & view,3988031,Lee,Manhattan,Hell's Kitchen,40.76172,-73.99706,Entire home/apt,200,1,6,2016-09-27,0.16,1,0
12926448,Sunny Williamsburg 2BR apartment,19393925,Silvan,Brooklyn,Williamsburg,40.70973,-73.9626,Entire home/apt,230,5,0,2019-06-23,0.72,1,0
12926849,Comfy Room for May,28680349,Bryan,Brooklyn,Greenpoint,40.72577,-73.94981,Private room,90,1,7,2016-08-02,0.19,1,0
12927770,"Amazing light, spacious & Modern",1289635,Alan,Queens,Long Island City,40.74069,-73.95604,Entire home/apt,200,5,4,2019-04-24,0.11,1,16
12932186,The Golden Hand in Harlem ☞ Bright + Modern 1BR,3718821,Matt,Manhattan,Harlem,40.81301,-73.94955,Private room,120,2,44,2019-06-12,1.18,1,96
12941306,Penthouse studio 25min to Manhattan,14035480,Joseph,Brooklyn,Crown Heights,40.67493,-73.96195,Entire home/apt,160,3,0,2019-06-23,0.72,1,0
12941586,Amazing Studio. Enjoy the best of the UWS!,71093679,Philipe,Manhattan,Upper West Side,40.79458,-73.97077,Entire home/apt,180,2,7,2017-01-01,0.18,1,0
12945400,Private Bedroom in Williamsburg,49836177,Ian,Brooklyn,Williamsburg,40.71264,-73.94751,Private room,66,1,1,2017-01-02,0.03,1,0
12947454,"Awesome, Clean & Cozy UWS Apartment",33419138,George,Manhattan,Upper West Side,40.78175,-73.97576,Entire home/apt,180,1,1,2016-05-19,0.03,1,0
12949937,True 2 bedroom apartment in the heart of the LES,71140140,Danielle,Manhattan,Lower East Side,40.71981,-73.99154,Entire home/apt,225,2,1,2016-05-15,0.03,1,0
12950979,1BR Apt. in Inwood (Manhattan),71152156,Max,Manhattan,Inwood,40.86612,-73.9189,Entire home/apt,77,6,1,2016-05-18,0.03,1,0
12953234,Sofa Bed Available in Midtown Manhattan,3664485,Arnie,Manhattan,Hell's Kitchen,40.76455,-73.99128,Shared room,30,3,0,2019-06-23,0.72,1,0
12953757,Huge + Cozy East Williamsburg Room,24747678,Caroline,Brooklyn,Bushwick,40.7029,-73.9296,Private room,75,3,5,2018-08-04,0.14,1,0
12953862,Artist Den Across from Park,15515731,Mira,Brooklyn,Bedford-Stuyvesant,40.68645,-73.93994,Private room,35,5,1,2016-05-23,0.03,1,0
12954148,Cozy Room in Upper West Side Near Central Park,24517762,Laura,Manhattan,Upper West Side,40.80045,-73.96119,Private room,67,3,5,2016-06-02,0.13,1,0
12955281,Comfortable 1-2 bed space close to trains,25733361,Jon,Brooklyn,Bedford-Stuyvesant,40.70017,-73.94357,Entire home/apt,115,3,2,2016-07-05,0.05,1,0
12955940,"large, affordable, clean,convenient",71211231,Ehsan,Bronx,Fordham,40.85396,-73.89872,Private room,34,1,2,2016-06-14,0.05,1,0
12955943,Charming 1 bed apt in Williansburg,23050317,Ana Paula,Brooklyn,Williamsburg,40.70944,-73.9492,Entire home/apt,100,7,6,2017-12-31,0.16,1,0
12956122,Studio in prime UWS location,11363395,Ingrid,Manhattan,Upper West Side,40.77998,-73.98018,Entire home/apt,125,1,0,2019-06-23,0.72,1,0
12956315,Room in 2BR Astoria apt (20min to Central Park),5226800,Katie,Queens,Ditmars Steinway,40.77374,-73.91903,Private room,100,5,0,2019-06-23,0.72,1,0
12962482,Park front room in the heart of Bushwick L train,21262993,Nicole,Brooklyn,Bushwick,40.70267,-73.92383,Private room,45,1,2,2016-05-22,0.05,1,0
12962798,Bright clean apartment in East Village!,321386,Grace,Manhattan,East Village,40.72859,-73.98348,Entire home/apt,198,2,32,2017-06-18,0.84,1,0
12965288,"COZY HOME, BEST LOCAL ACCESS!",11071244,Nick,Queens,Long Island City,40.76591,-73.93434,Private room,80,2,49,2018-09-27,1.29,1,0
12965883,"Spacious Haven in Wash Heights, A-train on block!",71188543,Courtney,Manhattan,Washington Heights,40.84909,-73.93829,Private room,46,2,2,2018-08-14,0.08,1,0
12966771,Spacious Midtown Studio,37219626,Kate,Manhattan,Hell's Kitchen,40.76319,-73.98693,Entire home/apt,220,3,0,2019-06-23,0.72,1,0
12966974,Flatiron Oasis,71321195,Sonia,Manhattan,Chelsea,40.73737,-73.99475,Entire home/apt,225,1,0,2019-06-23,0.72,1,0
12970866,Airy and bright room. Prospect Park,25749667,Kseniya,Brooklyn,Flatbush,40.65255,-73.96227,Shared room,85,1,1,2016-05-16,0.03,1,0
12971882,Huge Bedroom in Beautiful Brownstone w/ Private BR,5265824,Greg,Brooklyn,Clinton Hill,40.69093,-73.96507,Private room,77,5,0,2019-06-23,0.72,1,0
12973363,Prospect Park Brownstone,22846970,Paige,Brooklyn,Prospect Heights,40.675,-73.96406,Private room,88,2,46,2017-07-31,1.19,1,0
12973819,"Huge 1BR 5 min to Park, Train",71402091,Jeff,Brooklyn,Flatbush,40.65421,-73.95945,Entire home/apt,90,4,7,2019-04-23,0.18,1,0
12973878,"Nice,Safe&Quiet Great Value Room",45469626,Aleksey,Brooklyn,Sunset Park,40.64748,-73.99802,Private room,41,3,2,2016-07-05,0.05,1,0
12973927,Private bedroom in Brooklyn.,15246785,Tiago And Renata,Brooklyn,Bedford-Stuyvesant,40.7001,-73.94326,Private room,65,4,36,2019-07-01,0.96,1,80
12974423,Spacious & Sunny Apartment in Bushwick,3454707,Shaul,Brooklyn,Bushwick,40.70101,-73.92505,Entire home/apt,95,5,0,2019-06-23,0.72,1,0
12979100,South Street Seaport Loft Studio,14885449,Brian,Manhattan,Financial District,40.70725,-74.00206,Entire home/apt,160,6,2,2016-06-12,0.05,1,0
12981106,Stylish unique Loft in prime area of Brooklyn,727410,Sophia,Brooklyn,Bedford-Stuyvesant,40.69116,-73.96039,Entire home/apt,140,6,18,2019-05-04,0.53,1,11
12989767,Beautiful Studio on Tree-Lined St.,16436459,Liz,Manhattan,Chelsea,40.74583,-74.00451,Entire home/apt,175,4,30,2019-07-01,0.82,1,48
12990172,Furnished 1 Br Near Columbia,37194964,Shutong,Manhattan,Morningside Heights,40.81488,-73.95886,Entire home/apt,110,7,0,2019-06-23,0.72,1,0
12990232,Spacious Bushwick bedroom,29268760,Lena,Queens,Ridgewood,40.69284,-73.90348,Private room,45,7,0,2019-06-23,0.72,1,0
12990578,Cozy Room with Window View near Times Square,49447536,Wing Yan,Manhattan,Hell's Kitchen,40.75484,-73.9922,Private room,100,1,1,2016-06-08,0.03,1,0
12995569,Simple Luxury in Columbus Circle,7199306,Katie,Manhattan,Hell's Kitchen,40.76814,-73.98476,Entire home/apt,177,2,2,2016-08-21,0.06,1,0
13000007,Bright Sunny Spacious Apt in Historic Neighborhood,124866,Addie,Brooklyn,Cobble Hill,40.68985,-73.99311,Entire home/apt,90,5,18,2019-05-08,0.87,1,2
13000020,Sunny 1-bedroom apartment in the LES,1422833,Jaime,Manhattan,Lower East Side,40.7205,-73.98315,Entire home/apt,135,2,16,2017-11-12,0.44,1,0
13000571,Mid Century Modern Greenwich Village 1 Bedroom,3807299,Jerry,Manhattan,Greenwich Village,40.73418,-73.99338,Entire home/apt,315,3,5,2018-12-31,0.16,1,38
13003338,Midtown Convenient Living Area Close to All,1475855,Tanya,Manhattan,Kips Bay,40.74358,-73.98096,Private room,125,3,0,2019-06-23,0.72,1,0
13006002,Cozy room in a beautiful and quite apartment,31996442,Annalisa,Brooklyn,Clinton Hill,40.69475,-73.96848,Private room,70,1,3,2016-07-18,0.08,1,0
13006794,Fully Furnished 1 Bedroom UWS APT,10838145,Yaakov (Jacob),Manhattan,Upper West Side,40.798,-73.96317,Entire home/apt,74,2,8,2016-08-24,0.21,1,0
13007629,The spot in chinatown,3059285,Pierce,Manhattan,Chinatown,40.71536,-73.99794,Entire home/apt,290,2,3,2016-10-30,0.08,1,0
13007839,Second floor apartment,71754921,Berta,Brooklyn,Crown Heights,40.66789,-73.94351,Entire home/apt,100,1,0,2019-06-23,0.72,1,0
13013882,Williamsburg Private Bedrooom,71746226,Noah,Brooklyn,Williamsburg,40.70739,-73.94318,Private room,65,2,1,2016-06-04,0.03,1,0
13014556,"Private, cozy room in the heart of Crown Heights",23269902,Mia,Brooklyn,Crown Heights,40.67251,-73.95334,Private room,45,2,26,2019-06-18,1.23,1,45
13016082,Steps from Central Park: Bedroom in spacious apt,12127963,Ben,Manhattan,East Harlem,40.78804,-73.95382,Private room,95,5,4,2017-08-19,0.11,1,0
13016230,Peaceful and Pleasant Studio,30074012,Laura,Brooklyn,Flatbush,40.63887,-73.96667,Entire home/apt,80,3,32,2018-09-21,0.85,1,0
13016389,DAZZLING APT  SKYLINE VIEW IN PRIME LOCATION,71838636,Michael,Manhattan,Chelsea,40.73596,-73.99228,Entire home/apt,300,5,22,2019-06-18,0.58,1,87
13016417,Studio Apt in Murray Hill w/ Qn Bed,33273074,Elizabeth,Manhattan,Kips Bay,40.74139,-73.9783,Entire home/apt,120,2,7,2016-12-06,0.18,1,0
13017016,Greenwich village 1 bedroom - spacious!,69841552,Jacob,Manhattan,SoHo,40.72625,-74.00199,Entire home/apt,150,3,40,2019-04-22,1.05,1,4
13017140,Bright & Cozy 1BR + Home Gym!,65727695,Shutong,Manhattan,Morningside Heights,40.81632,-73.96007,Entire home/apt,120,2,2,2017-01-02,0.06,1,0
13018125,AMAZING CENTRAL MANHATTAN 1 BED W/BALCONY FITS 4!,10797290,Caroline,Manhattan,Chelsea,40.74469,-73.99858,Entire home/apt,225,1,32,2019-01-01,0.87,1,0
13018127,Big Beautiful Master Bedroom in Williamsburg,22124777,Isabella,Brooklyn,Williamsburg,40.70961,-73.96352,Private room,100,1,37,2019-06-14,1.07,1,0
13018811,Private clean room in Manhattan,71865037,Elinor,Manhattan,Harlem,40.82032,-73.94457,Private room,49,3,0,2019-06-23,0.72,1,0
13019053,East Village Business and Leisure,24278208,Reah,Manhattan,East Village,40.72669,-73.98792,Entire home/apt,150,3,35,2019-01-02,0.92,1,0
13019851,Beautiful Brooklyn Bedroom!,59093909,Katherine E,Brooklyn,Clinton Hill,40.69525,-73.96604,Private room,45,1,3,2016-07-14,0.08,1,0
13020422,Luxury 1BR Apartment with Washer & Dryer,4909923,Joel,Brooklyn,Williamsburg,40.71293,-73.9603,Entire home/apt,195,3,54,2019-06-26,1.42,1,97
13026702,"Modern, Spacious 1-bedroom Apt in Lower East Side",9455699,Shylie,Manhattan,Lower East Side,40.72033,-73.98767,Entire home/apt,195,1,9,2017-09-26,0.24,1,0
13027960,"Beautiful, Sunny Apt by the Park",14012039,Nicole & Tyson,Brooklyn,Flatbush,40.65359,-73.95631,Entire home/apt,120,3,3,2018-06-04,0.08,1,0
13030999,Manhattan downtown luxury apartment,59552219,Chunxiao,Manhattan,Financial District,40.70645,-74.01144,Entire home/apt,160,7,2,2017-01-23,0.05,1,0
13031184,Large & sunny bedroom in Park Slope,923412,Eleanor,Brooklyn,South Slope,40.66573,-73.98947,Private room,50,7,0,2019-06-23,0.72,1,0
13031383,Spacious room + private bathroom in Williamsburg,5163395,Caitie,Brooklyn,Williamsburg,40.70775,-73.94725,Private room,75,2,0,2019-06-23,0.72,1,0
13031826,Modern Brooklyn Lifestyle,18933388,Efrem,Brooklyn,Crown Heights,40.67661,-73.95611,Entire home/apt,225,1,5,2016-07-17,0.13,1,0
13039351,Whole Apartment in Fort Greene,751120,Nat,Brooklyn,Fort Greene,40.68715,-73.97388,Entire home/apt,120,2,21,2017-04-06,0.56,1,0
13039849,"Peaceful, cozy, artistic studio.",283116,Lorie,Queens,Sunnyside,40.74625,-73.91643,Entire home/apt,75,5,0,2019-06-23,0.72,1,0
13040171,Cozy room in East Village,9460317,Diane,Manhattan,East Village,40.72906,-73.98006,Private room,100,3,2,2016-08-12,0.05,1,0
13040618,Sunny and spacious private room,23457783,Stephanie,Brooklyn,Bushwick,40.6905,-73.90834,Private room,40,1,1,2016-05-15,0.03,1,0
13040683,Airy livingroom in quiet restaurant neighborhood !,28868609,John,Queens,Ditmars Steinway,40.77266,-73.90268,Shared room,100,1,1,2016-05-23,0.03,1,0
13042051,Modern Williamsburg Condo near restaurants + metro,43339525,Jeff,Brooklyn,Williamsburg,40.7163,-73.94394,Entire home/apt,178,2,22,2018-10-21,0.59,1,3
13043208,Modern Studio in Financial District,14060030,Emily,Manhattan,Financial District,40.70527,-74.00629,Entire home/apt,180,1,2,2016-05-28,0.05,1,0
13044519,"Quiet, relaxing room in Greenpoint",2349563,Johann,Brooklyn,Greenpoint,40.73356,-73.95808,Private room,80,1,2,2016-07-26,0.05,1,0
13044589,3 Bedroom House In Park Slope Brooklyn,6462802,Denise,Brooklyn,South Slope,40.6647,-73.98474,Entire home/apt,250,4,4,2016-12-30,0.11,1,0
13044996,Large Sun-Lit 1 Br Apartment,60278094,Keith,Brooklyn,Flatbush,40.64053,-73.95785,Entire home/apt,100,2,21,2017-07-21,0.55,1,0
13046279,Cozy  2 bedroom apt in Manhattan,364558,Khatia,Manhattan,Washington Heights,40.83805,-73.94307,Entire home/apt,150,2,17,2019-07-02,0.45,1,15
13052968,Charming 1-BR Fort Greene Apartment,26959668,Flo And Erin,Brooklyn,Fort Greene,40.68748,-73.97397,Entire home/apt,125,3,19,2019-05-28,0.51,1,0
13058232,1 Bedroom townhouse apt in Chelsea w/ back garden,72313021,Michael,Manhattan,Chelsea,40.74472,-74.00095,Entire home/apt,295,1,50,2019-07-07,1.33,1,77
13058496,Sunny Private Room in Brooklyn,72315258,Anna,Brooklyn,Crown Heights,40.67619,-73.93866,Private room,28,1,0,2019-06-23,0.72,1,0
13058888,Great Deal!!! Big Room in the Heart of Harlem,7701998,Pedro,Manhattan,Harlem,40.81569,-73.94622,Private room,75,1,0,2019-06-23,0.72,1,0
13059631,Nice room in up and coming Bushwick,15720806,Ralph,Brooklyn,Bedford-Stuyvesant,40.69349,-73.93031,Private room,50,3,0,2019-06-23,0.72,1,0
13059872,Cozy apartment in Noho/ Soho,3149121,Nika,Manhattan,Greenwich Village,40.72617,-73.99658,Private room,90,1,2,2016-06-13,0.05,1,0
13061064,Sunny Guest Room in UES Apartment,16345024,Amy,Manhattan,Upper East Side,40.77687,-73.9546,Private room,100,2,1,2016-06-16,0.03,1,0
13061422,"Stunning, spacious apt near nightlife + parks!",6324947,Sarah,Brooklyn,Greenpoint,40.72341,-73.94061,Private room,49,3,4,2019-06-23,0.3,1,7
13063360,Cozy Room in Sunny Home,13270888,Adriana,Queens,Astoria,40.76764,-73.91633,Private room,65,4,28,2018-12-14,0.74,1,0
13064336,Cozy Private Bedroom - Williamsburg,1412548,Naomi,Brooklyn,Williamsburg,40.70806,-73.94224,Private room,60,3,1,2017-10-12,0.05,1,0
13064382,Sunny East Village apartment,26378652,Guy,Manhattan,East Village,40.72791,-73.98916,Entire home/apt,180,4,3,2019-06-07,0.1,1,0
13064443,Amazing Studio in Brooklyn Heights,15239567,Feliz,Brooklyn,Brooklyn Heights,40.69218,-73.99124,Entire home/apt,110,2,1,2016-05-23,0.03,1,0
13064913,Sunny Studio in the Heart of Downtown Brooklyn.,3872251,Santron,Brooklyn,Fort Greene,40.68589,-73.97659,Entire home/apt,100,2,13,2016-08-30,0.35,1,0
13065032,"Spacious, kid-friendly apt. 15 mins from Manhattan",10643230,Jacob,Queens,Sunnyside,40.7464,-73.91675,Entire home/apt,120,5,3,2018-08-20,0.08,1,0
13065949,Spacious East Village Bedroom,11362470,Kyle,Manhattan,East Village,40.73007,-73.98637,Private room,99,1,2,2016-05-20,0.05,1,0
13072490,Large apartment in charming neighborhood,19414202,Marie Clare,Brooklyn,Greenpoint,40.73046,-73.95706,Entire home/apt,165,3,8,2017-05-13,0.22,1,0
13076592,Cozy bedroom with brightly lit living space,3389514,Nathalie,Brooklyn,Bedford-Stuyvesant,40.69313,-73.93543,Private room,60,2,59,2019-07-02,1.56,1,6
13076852,Stylish Art-Filled Clinton Hill Apartment,72513175,Deshawn,Brooklyn,Bedford-Stuyvesant,40.68934,-73.9579,Private room,140,4,8,2017-05-29,0.21,1,89
13076887,Spacious Studio in Midtown Manhattan,41263120,Mia,Manhattan,Midtown,40.75325,-73.97016,Entire home/apt,190,4,0,2019-06-23,0.72,1,0
13079618,Cozy Apartment in Fort Greene,7221835,Darian,Brooklyn,Fort Greene,40.6904,-73.97285,Entire home/apt,140,3,2,2016-10-24,0.05,1,0
13080002,Clinton Hill room in two-bedroom apartment,2340370,Vivek,Brooklyn,Bedford-Stuyvesant,40.69027,-73.95801,Private room,37,1,1,2016-11-01,0.03,1,0
13082588,Modern and Clean Upper East Side Studio,17671924,Emily,Manhattan,Upper East Side,40.77079,-73.95949,Entire home/apt,100,2,2,2016-07-17,0.05,1,0
13083020,Spacious Bedroom in the heart of Bedstuy,1892402,Emily,Brooklyn,Bedford-Stuyvesant,40.68347,-73.95462,Private room,50,3,4,2016-08-29,0.11,1,0
13083221,1 bedroom in a 3 bedroom apartment,46407854,Deniz,Brooklyn,Prospect-Lefferts Gardens,40.66117,-73.94317,Private room,55,1,0,2019-06-23,0.72,1,0
13083638,Spacious & Sunny - Greenpoint,17176974,Michael,Brooklyn,Greenpoint,40.72764,-73.95579,Entire home/apt,199,3,8,2017-05-29,0.25,1,0
13083988,Private Bedroom/Bath in Luxury Greenpoint Condo,154956,Katie,Brooklyn,Greenpoint,40.73443,-73.95678,Private room,90,7,2,2016-08-14,0.05,1,47
13084004,Spacious Stylish Studio in Prospect Park South,2497082,Sadecia,Brooklyn,Flatbush,40.64523,-73.96213,Entire home/apt,65,5,13,2019-04-30,0.35,1,0
13084346,Sunny 1 Bedroom in Park Slope near Prospect Park,22423754,Priyanka,Brooklyn,Park Slope,40.66936,-73.97724,Entire home/apt,65,8,1,2016-05-30,0.03,1,0
13090558,"Studio Apt in Queens, 15Mins to Midtown & Brooklyn",21930159,Eduardo,Queens,Sunnyside,40.74534,-73.91809,Entire home/apt,71,2,7,2019-06-02,1.96,1,0
13091737,Charming one BR apartment in heart of Nolita/SoHo,72677655,Christina,Manhattan,Nolita,40.72153,-73.99493,Entire home/apt,126,2,11,2016-11-15,0.29,1,0
13092522,"Sunny, charming 1 bedroom in Crown Heights",27714436,Rebecca,Brooklyn,Crown Heights,40.67372,-73.95334,Private room,51,1,1,2016-05-21,0.03,1,0
13094020,Sunny 1 BR in Brooklyn,33656032,Warren,Brooklyn,Boerum Hill,40.686,-73.98579,Entire home/apt,125,3,1,2016-06-21,0.03,1,0
13094250,Garden Bedroom in Carroll Gardens Brownstone,72701423,Isaac,Brooklyn,Carroll Gardens,40.6783,-73.99419,Private room,90,1,5,2016-06-27,0.13,1,0
13094329,Designers Lovely UWS Full Floor Townhouse Apt!,372206,Liz,Manhattan,Upper West Side,40.7869,-73.97254,Entire home/apt,150,3,4,2016-10-02,0.11,1,0
13094690,"Sunny, Bushwick Apartment",8106327,Dallas,Brooklyn,Bushwick,40.69819,-73.9334,Private room,40,2,1,2017-08-19,0.04,1,0
13096146,"Garden Apartment in Crown Heights, Brooklyn",2762303,Jt,Brooklyn,Crown Heights,40.67336,-73.95451,Entire home/apt,120,4,7,2016-07-28,0.18,1,0
13097050,Steps from Central Park: Bedroom in spacious apt,38671350,Alejandro,Manhattan,East Harlem,40.78843,-73.95504,Private room,200,5,0,2019-06-23,0.72,1,0
13098705,Big & Beautiful 1-BR w/Private Backyard,14865754,Jerrell,Manhattan,Harlem,40.81829,-73.94686,Entire home/apt,175,2,34,2019-06-19,0.98,1,75
